Player,Club,League,Group,Goals/90,Assists/90,(Goals+Assists)/90,Non-Penalty Goals/90,(Non-Penalty Goals + Assists)/90,Expected Goals/90,Expected Assists/90,(Expected Goals + Expected Assists)/90,Non-Penalty Expected Goals/90,(Non-Penalty Expected Goals + Expected Assists)/90,Progressive Carries,Progressive Passes,Progressive Passes Received
Moritz Broschinski,Bochum,Bundesliga,Attacker,0.06,0.19,0.26,0.06,0.26,0.27,0.12,0.39,0.27,0.39,37,20,130
Nathaniel Brown,Eint Frankfurt,Bundesliga,Defender,0.14,0.28,0.42,0.14,0.42,0.1,0.24,0.34,0.1,0.34,45,63,119
Kevin De Bruyne,Manchester City,Premier League,Midfielder,0.21,0.37,0.58,0.21,0.58,0.27,0.42,0.69,0.27,0.69,51,157,150
Ante Budimir,Osasuna,La Liga,Attacker,0.64,0.12,0.76,0.4,0.52,0.56,0.05,0.61,0.37,0.42,23,24,134
Santiago Bueno,Wolves,Premier League,Defender,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,1,28,1
Facundo Buonanotte,Leicester City,Premier League,Attacker,0.3,0.12,0.41,0.3,0.41,0.23,0.18,0.41,0.23,0.41,39,54,74
Alessandro Buongiorno,Napoli,Serie A,Defender,0.05,0.0,0.05,0.05,0.05,0.04,0.03,0.07,0.04,0.07,27,82,8
Cameron Burgess,Ipswich Town,Premier League,Defender,0.0,0.12,0.12,0.0,0.12,0.06,0.03,0.09,0.06,0.09,2,42,4
Jonathan Burkardt,Mainz 05,Bundesliga,Attacker,0.77,0.09,0.85,0.68,0.77,0.63,0.13,0.76,0.56,0.7,32,42,157
Oliver Burke,Werder Bremen,Bundesliga,Attacker,0.5,0.0,0.5,0.5,0.5,0.41,0.17,0.57,0.41,0.57,22,15,88
Dan Burn,Newcastle Utd,Premier League,Defender,0.03,0.03,0.05,0.03,0.05,0.05,0.02,0.08,0.05,0.08,12,75,14
Wes Burns,Ipswich Town,Premier League,Attacker,0.0,0.1,0.1,0.0,0.1,0.05,0.16,0.21,0.05,0.21,38,8,65
Marnon Busch,Heidenheim,Bundesliga,Defender,0.0,0.06,0.06,0.0,0.06,0.02,0.07,0.1,0.02,0.1,22,63,43
Gianluca Busio,Venezia,Serie A,Midfielder,0.07,0.0,0.07,0.07,0.07,0.09,0.06,0.14,0.09,0.14,60,95,135
Aurélio Buta,Reims,Ligue 1,Defender,0.0,0.05,0.05,0.0,0.05,0.01,0.04,0.05,0.01,0.05,28,83,64
Marius Bülter,Hoffenheim,Bundesliga,Attacker,0.36,0.1,0.47,0.36,0.47,0.19,0.16,0.35,0.19,0.35,57,35,155
Rémy Cabella,Lille,Ligue 1,Attacker,0.09,0.18,0.27,0.09,0.27,0.35,0.2,0.55,0.35,0.55,45,77,130
Leandro Cabrera,Espanyol,La Liga,Defender,0.13,0.06,0.19,0.13,0.19,0.03,0.03,0.06,0.03,0.06,9,69,6
Liberato Cacace,Empoli,Serie A,Midfielder,0.08,0.16,0.24,0.08,0.24,0.11,0.07,0.17,0.11,0.17,53,70,97
Anthony Caci,Mainz 05,Bundesliga,Defender,0.03,0.23,0.27,0.03,0.27,0.1,0.22,0.32,0.1,0.32,45,133,152
Moisés Caicedo,Chelsea,Premier League,Midfielder,0.03,0.05,0.08,0.03,0.08,0.02,0.08,0.1,0.02,0.1,43,215,37
Jens Cajuste,Ipswich Town,Premier League,Midfielder,0.05,0.05,0.09,0.05,0.09,0.03,0.04,0.07,0.03,0.07,26,59,20
Riccardo Calafiori,Arsenal,Premier League,Defender,0.18,0.09,0.27,0.18,0.27,0.08,0.03,0.11,0.08,0.11,22,54,29
Dominic Calvert-Lewin,Everton,Premier League,Attacker,0.17,0.06,0.22,0.17,0.22,0.38,0.04,0.41,0.38,0.41,23,20,112
Isaac Palazón Camacho,Rayo Vallecano,La Liga,Midfielder,0.17,0.17,0.33,0.17,0.33,0.2,0.18,0.38,0.2,0.38,30,117,123
Mahdi Camara,Brest,Ligue 1,Midfielder,0.17,0.1,0.27,0.17,0.27,0.14,0.07,0.21,0.14,0.21,58,111,112
Lamine Camara,Monaco,Ligue 1,Midfielder,0.09,0.31,0.39,0.09,0.39,0.1,0.19,0.29,0.1,0.29,25,141,46
Eduardo Camavinga,Real Madrid,La Liga,Midfielder,0.08,0.16,0.25,0.08,0.25,0.04,0.06,0.1,0.04,0.1,26,61,31
Andrea Cambiaso,Juventus,Serie A,Defender,0.08,0.12,0.2,0.08,0.2,0.03,0.11,0.13,0.03,0.13,78,111,122
Sergio Camello,Rayo Vallecano,La Liga,Attacker,0.24,0.16,0.4,0.24,0.4,0.32,0.16,0.48,0.32,0.48,20,27,68
José Campaña,Las Palmas,La Liga,Midfielder,0.0,0.23,0.23,0.0,0.23,0.01,0.07,0.08,0.01,0.08,11,87,15
Emre Can,Dortmund,Bundesliga,Defender,0.13,0.0,0.13,0.04,0.04,0.08,0.03,0.11,0.02,0.05,20,116,12
Matteo Cancellieri,Parma,Serie A,Attacker,0.19,0.0,0.19,0.19,0.19,0.17,0.04,0.21,0.17,0.21,40,24,79
Antonio Candela,Venezia,Serie A,Defender,0.0,0.09,0.09,0.0,0.09,0.03,0.07,0.11,0.03,0.11,12,27,25
Fali Candé,Venezia,Serie A,Defender,0.06,0.06,0.12,0.06,0.12,0.07,0.03,0.1,0.07,0.1,5,47,3
Jaydee Canvot,Toulouse,Ligue 1,Defender,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,9,41,0
Gianluca Caprari,Monza,Serie A,Midfielder,0.16,0.11,0.27,0.05,0.16,0.23,0.13,0.36,0.14,0.27,43,81,104
Maxence Caqueret,Como,Serie A,Midfielder,0.17,0.25,0.41,0.17,0.41,0.07,0.13,0.2,0.07,0.2,15,76,46
Andrea Carboni,Monza,Serie A,Defender,0.0,0.04,0.04,0.0,0.04,0.01,0.01,0.03,0.01,0.03,9,51,32
Julien Le Cardinal,Brest,Ligue 1,Defender,0.0,0.07,0.07,0.0,0.07,0.03,0.02,0.05,0.03,0.05,7,39,1
Irvin Cardona,Saint-Étienne,Ligue 1,Attacker,0.42,0.25,0.68,0.42,0.68,0.41,0.13,0.54,0.34,0.47,30,32,135
Sergi Cardona,Villarreal,La Liga,Defender,0.03,0.21,0.24,0.03,0.24,0.07,0.18,0.25,0.07,0.25,52,77,198
Johnny Cardoso,Betis,La Liga,Midfielder,0.13,0.04,0.17,0.13,0.17,0.09,0.04,0.12,0.09,0.12,19,71,28
Carmona,Sevilla,La Liga,Defender,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,45,109,57
Sergio Carreira,Celta Vigo,La Liga,Midfielder,0.0,0.22,0.22,0.0,0.22,0.03,0.17,0.2,0.03,0.2,39,53,140
Cesare Casadei,Torino,Serie A,Midfielder,0.09,0.09,0.18,0.09,0.18,0.1,0.03,0.14,0.1,0.14,14,36,12
Marc Casado,Barcelona,La Liga,Midfielder,0.06,0.17,0.22,0.06,0.22,0.06,0.08,0.13,0.06,0.13,12,107,24
Nicolò Casale,Bologna,Serie A,Defender,0.0,0.1,0.1,0.0,0.1,0.05,0.05,0.09,0.05,0.09,3,29,2
Casemiro,Manchester Utd,Premier League,Midfielder,0.06,0.0,0.06,0.06,0.06,0.11,0.14,0.25,0.11,0.25,4,84,28
Matty Cash,Aston Villa,Premier League,Defender,0.04,0.04,0.09,0.04,0.09,0.02,0.05,0.07,0.02,0.07,48,42,90
Josué Casimir,Le Havre,Ligue 1,Attacker,0.18,0.18,0.36,0.18,0.36,0.15,0.15,0.3,0.15,0.3,71,41,151
Timothy Castagne,Fulham,Premier League,Defender,0.0,0.05,0.05,0.0,0.05,0.02,0.07,0.09,0.02,0.09,17,62,67
Valentín Castellanos,Lazio,Serie A,Attacker,0.38,0.11,0.49,0.3,0.42,0.51,0.14,0.64,0.43,0.56,27,66,149
Jean-Charles Castelletto,Nantes,Ligue 1,Defender,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,21,87,19
Romain Del Castillo,Brest,Ligue 1,Attacker,0.43,0.29,0.71,0.21,0.5,0.33,0.24,0.58,0.11,0.35,29,61,106
Santiago Castro,Bologna,Serie A,Attacker,0.31,0.16,0.47,0.31,0.47,0.3,0.11,0.41,0.27,0.38,17,39,136
Danilo Cataldi,Fiorentina,Serie A,Midfielder,0.16,0.0,0.16,0.16,0.16,0.06,0.04,0.1,0.06,0.1,18,90,16
Catena,Osasuna,La Liga,Defender,0.03,0.09,0.12,0.03,0.12,0.07,0.07,0.13,0.07,0.13,9,89,4
Hans Nicolussi Caviglia,Venezia,Serie A,Midfielder,0.13,0.06,0.19,0.13,0.19,0.07,0.07,0.14,0.07,0.14,20,140,22
Dani Ceballos,Real Madrid,La Liga,Midfielder,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.15,0.03,0.15,42,150,17
Giovani Lo Celso,Betis,La Liga,Midfielder,0.49,0.19,0.68,0.37,0.56,0.29,0.3,0.59,0.15,0.45,26,132,66
Julian Chabot,Stuttgart,Bundesliga,Defender,0.12,0.04,0.16,0.12,0.16,0.08,0.02,0.1,0.07,0.09,7,108,5
Trevoh Chalobah,Crystal Palace,Premier League,Defender,0.25,0.0,0.25,0.25,0.25,0.1,0.03,0.14,0.1,0.14,11,34,6
Brendan Chardonnet,Brest,Ligue 1,Defender,0.04,0.0,0.04,0.04,0.04,0.03,0.04,0.07,0.03,0.07,7,51,5
Pep Chavarría,Rayo Vallecano,La Liga,Defender,0.0,0.03,0.03,0.0,0.03,0.04,0.07,0.11,0.04,0.11,59,114,133
Arthur Chaves,Hoffenheim,Bundesliga,Defender,0.04,0.0,0.04,0.04,0.04,0.03,0.0,0.04,0.03,0.04,10,57,13
Fares Chaïbi,Eint Frankfurt,Bundesliga,Midfielder,0.09,0.27,0.36,0.09,0.36,0.23,0.26,0.49,0.23,0.49,20,52,73
Rayan Cherki,Lyon,Ligue 1,Attacker,0.35,0.49,0.84,0.35,0.84,0.22,0.49,0.71,0.22,0.71,106,206,184
Pedro Chirivella,Nantes,Ligue 1,Midfielder,0.0,0.08,0.08,0.0,0.08,0.02,0.07,0.09,0.02,0.09,16,170,25
Mohamed Ali Cho,Nice,Ligue 1,Attacker,0.17,0.22,0.39,0.17,0.39,0.22,0.22,0.44,0.22,0.44,81,59,133
Joris Chotard,Montpellier,Ligue 1,Midfielder,0.05,0.0,0.05,0.05,0.05,0.06,0.02,0.09,0.06,0.09,20,80,35
Ryan Christie,Bournemouth,Premier League,Midfielder,0.09,0.13,0.21,0.09,0.21,0.08,0.15,0.23,0.08,0.23,34,137,44
Samuel Chukwueze,Milan,Serie A,Attacker,0.29,0.19,0.49,0.29,0.49,0.26,0.29,0.56,0.26,0.56,48,36,116
Pathé Ciss,Rayo Vallecano,La Liga,Midfielder,0.17,0.04,0.21,0.17,0.21,0.08,0.05,0.12,0.07,0.12,19,128,12
Seydouba Cissé,Leganés,La Liga,Midfielder,0.11,0.04,0.15,0.11,0.15,0.11,0.04,0.15,0.11,0.15,26,110,42
Djaoui Cissé,Rennes,Ligue 1,Midfielder,0.08,0.0,0.08,0.08,0.08,0.03,0.02,0.05,0.03,0.05,16,84,14
Patrick Ciurria,Monza,Serie A,Midfielder,0.08,0.08,0.16,0.08,0.16,0.07,0.18,0.25,0.07,0.25,19,27,52
Jack Clarke,Ipswich Town,Premier League,Attacker,0.0,0.3,0.3,0.0,0.3,0.09,0.17,0.26,0.09,0.26,39,44,57
Alexis Claude-Maurice,Augsburg,Bundesliga,Midfielder,0.38,0.09,0.47,0.38,0.47,0.2,0.05,0.25,0.2,0.25,59,61,102
Jonathan Clauss,Nice,Ligue 1,Defender,0.12,0.31,0.43,0.12,0.43,0.09,0.3,0.39,0.09,0.39,53,105,160
Conor Coady,Leicester City,Premier League,Defender,0.05,0.0,0.05,0.05,0.05,0.02,0.0,0.03,0.02,0.03,3,32,0
Saúl Coco,Torino,Serie A,Defender,0.06,0.0,0.06,0.06,0.06,0.04,0.0,0.04,0.04,0.04,17,70,3
Marcus Coco,Nantes,Ligue 1,Defender,0.0,0.09,0.09,0.0,0.09,0.01,0.12,0.12,0.01,0.12,12,34,40
Nathan Collins,Brentford,Premier League,Defender,0.05,0.08,0.13,0.05,0.13,0.07,0.05,0.11,0.07,0.11,32,127,18
Nnamdi Collins,Eint Frankfurt,Bundesliga,Defender,0.06,0.06,0.12,0.06,0.12,0.05,0.06,0.11,0.05,0.11,30,63,42
Lorenzo Colombo,Empoli,Serie A,Attacker,0.24,0.08,0.32,0.2,0.28,0.24,0.12,0.35,0.21,0.32,27,48,116
Andrea Colpani,Fiorentina,Serie A,Attacker,0.12,0.06,0.19,0.12,0.19,0.17,0.08,0.24,0.17,0.24,37,57,129
Levi Colwill,Chelsea,Premier League,Defender,0.06,0.03,0.09,0.06,0.09,0.05,0.03,0.09,0.05,0.09,14,131,12
Kingsley Coman,Bayern Munich,Bundesliga,Attacker,0.35,0.28,0.63,0.35,0.63,0.3,0.23,0.53,0.3,0.53,66,45,215
Santi Comesaña,Villarreal,La Liga,Midfielder,0.14,0.07,0.21,0.14,0.21,0.16,0.07,0.23,0.16,0.23,39,154,58
Pietro Comuzzo,Fiorentina,Serie A,Defender,0.04,0.0,0.04,0.04,0.04,0.02,0.02,0.05,0.02,0.05,14,75,12
Francisco Conceição,Juventus,Serie A,Attacker,0.2,0.2,0.4,0.2,0.4,0.16,0.29,0.45,0.16,0.45,95,35,143
Lewis Cook,Bournemouth,Premier League,Midfielder,0.03,0.09,0.12,0.03,0.12,0.03,0.12,0.15,0.03,0.15,33,158,52
Copete,Mallorca,La Liga,Defender,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,10,47,2
Diego Coppola,Hellas Verona,Serie A,Defender,0.06,0.0,0.06,0.06,0.06,0.02,0.0,0.02,0.02,0.02,4,48,3
Derek Cornelius,Marseille,Ligue 1,Defender,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.06,0.06,10,68,11
Logan Costa,Villarreal,La Liga,Defender,0.07,0.03,0.1,0.07,0.1,0.02,0.02,0.05,0.02,0.05,25,116,10
Samu Costa,Mallorca,La Liga,Midfielder,0.0,0.07,0.07,0.0,0.07,0.06,0.04,0.1,0.06,0.1,24,116,69
Coba da Costa,Getafe,La Liga,Midfielder,0.09,0.09,0.18,0.09,0.18,0.1,0.13,0.23,0.1,0.23,46,16,83
Danny da Costa,Mainz 05,Bundesliga,Defender,0.0,0.04,0.04,0.0,0.04,0.0,0.03,0.03,0.0,0.03,21,109,22
Vladimír Coufal,West Ham,Premier League,Defender,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.08,0.03,0.08,26,39,33
Tanguy Coulibaly,Montpellier,Ligue 1,Attacker,0.18,0.0,0.18,0.18,0.18,0.22,0.08,0.31,0.22,0.31,48,20,97
Woyo Coulibaly,Parma,Serie A,Defender,0.0,0.08,0.08,0.0,0.08,0.01,0.08,0.09,0.01,0.09,36,41,23
Lassana Coulibaly,Lecce,Serie A,Midfielder,0.03,0.0,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.06,21,93,49
Nicolas Cozza,Nantes,Ligue 1,Defender,0.04,0.0,0.04,0.04,0.04,0.06,0.06,0.12,0.06,0.12,25,64,56
Charlie Cresswell,Toulouse,Ligue 1,Defender,0.1,0.03,0.14,0.1,0.14,0.11,0.06,0.17,0.11,0.17,8,69,13
Bryan Cristante,Roma,Serie A,Midfielder,0.18,0.09,0.26,0.18,0.26,0.09,0.06,0.15,0.09,0.15,25,145,41
Juan Cruz,Leganés,La Liga,Attacker,0.2,0.16,0.36,0.2,0.36,0.11,0.17,0.27,0.11,0.27,59,66,131
Pau Cubarsí,Barcelona,La Liga,Defender,0.0,0.1,0.1,0.0,0.1,0.03,0.06,0.08,0.03,0.08,26,191,6
Cucho,Betis,La Liga,Attacker,0.4,0.08,0.47,0.4,0.47,0.3,0.12,0.42,0.3,0.42,27,34,82
Marc Cucurella,Chelsea,Premier League,Defender,0.15,0.03,0.18,0.15,0.18,0.08,0.06,0.15,0.08,0.15,35,118,117
Matheus Cunha,Wolves,Premier League,Midfielder,0.52,0.21,0.73,0.52,0.73,0.3,0.27,0.57,0.3,0.57,112,144,161
Lucas Da Cunha,Como,Serie A,Midfielder,0.1,0.07,0.17,0.1,0.17,0.07,0.13,0.2,0.07,0.2,63,154,85
Patrick Cutrone,Como,Serie A,Attacker,0.31,0.18,0.48,0.31,0.48,0.31,0.09,0.41,0.28,0.37,53,31,155
Eray Cömert,Valladolid,La Liga,Defender,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,9,48,5
Danilo D'Ambrosio,Monza,Serie A,Defender,0.0,0.08,0.08,0.0,0.08,0.04,0.03,0.08,0.04,0.08,10,34,16
Thijs Dallinga,Bologna,Serie A,Attacker,0.23,0.16,0.39,0.23,0.39,0.33,0.05,0.38,0.33,0.38,9,17,84
Diogo Dalot,Manchester Utd,Premier League,Defender,0.0,0.1,0.1,0.0,0.1,0.07,0.07,0.13,0.07,0.13,62,103,168
Mikkel Damsgaard,Brentford,Premier League,Midfielder,0.06,0.31,0.37,0.06,0.37,0.09,0.26,0.35,0.09,0.35,73,234,137
Flavius Daniliuc,Hellas Verona,Serie A,Defender,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,8,38,8
Arnaut Danjuma,Girona,La Liga,Attacker,0.13,0.0,0.13,0.13,0.13,0.24,0.11,0.35,0.24,0.35,91,41,185
Kévin Danois,Auxerre,Ligue 1,Midfielder,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.23,0.09,0.23,19,95,50
Kevin Danso,Lens,Ligue 1,Defender,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,9,52,1
Dante,Nice,Ligue 1,Defender,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,18,96,8
Sergi Darder,Mallorca,La Liga,Midfielder,0.07,0.2,0.26,0.07,0.26,0.07,0.12,0.19,0.07,0.19,37,142,83
Matteo Darmian,Inter,Serie A,Defender,0.15,0.1,0.25,0.15,0.25,0.1,0.08,0.18,0.1,0.18,14,45,102
Jonathan David,Lille,Ligue 1,Attacker,0.56,0.18,0.74,0.35,0.53,0.57,0.16,0.73,0.38,0.53,40,65,184
Alphonso Davies,Bayern Munich,Bundesliga,Defender,0.06,0.12,0.17,0.06,0.17,0.07,0.09,0.16,0.07,0.16,81,120,140
Ben Davies,Tottenham,Premier League,Defender,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,14,52,6
Keinan Davis,Udinese,Serie A,Attacker,0.17,0.08,0.25,0.17,0.25,0.24,0.18,0.42,0.24,0.42,26,22,77
Leif Davis,Ipswich Town,Premier League,Defender,0.03,0.07,0.1,0.03,0.1,0.03,0.16,0.19,0.03,0.19,52,59,137
Zuriko Davitashvili,Saint-Étienne,Ligue 1,Attacker,0.29,0.26,0.55,0.23,0.49,0.27,0.16,0.43,0.22,0.38,95,73,224
Paweł Dawidowicz,Hellas Verona,Serie A,Defender,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,10,39,3
Craig Dawson,Wolves,Premier League,Defender,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,6,20,5
